customer_id,age,income,credit_score,loan_amount,interest_rate,loan_term,employment_years,num_existing_loans,savings_balance,debt_to_income_ratio,monthly_payment,payment_to_income_ratio,credit_utilization,loan_to_income_ratio,credit_risk_band,repayment_status
CUST002428,23,90729.92,837,26278.69,5.29,48,1,4,37193.53,0.2896,608.64,0.0805,0.151,0.2896,low,0
CUST002429,58,86022.97,595,51283.94,13.0,12,29,1,65174.13,0.5962,4580.54,0.639,0.176,0.5962,medium,1
CUST002430,50,78533.01,749,26653.14,7.53,12,3,1,52744.05,0.3394,2312.73,0.3534,0.424,0.3394,low,0
CUST002431,26,12972.51,628,18480.11,11.41,48,1,1,2438.09,1.4246,481.32,0.4452,0.784,1.4246,medium,0
CUST002432,39,31564.4,689,20923.37,10.45,84,3,3,5605.94,0.6629,352.24,0.1339,0.242,0.6629,medium,0
CUST002433,52,33823.96,595,17512.89,12.6,48,8,2,11216.37,0.5178,466.36,0.1655,0.146,0.5178,medium,0
CUST002434,41,81200.33,627,19752.53,10.34,84,4,1,37727.93,0.2433,331.4,0.049,0.179,0.2433,medium,0
CUST002435,33,39914.15,707,35374.61,8.5,60,4,0,8509.84,0.8863,725.76,0.2182,0.723,0.8863,low,0
CUST002436,59,12455.34,761,62276.7,7.59,72,28,3,13274.87,5.0,1079.49,1.04,0.419,5.0,low,0
CUST002437,48,30559.05,602,20534.22,11.88,36,10,0,9422.78,0.672,680.85,0.2674,0.211,0.672,medium,0
CUST002438,60,34884.51,697,8367.29,10.52,72,35,0,40678.41,0.2399,157.21,0.0541,0.676,0.2399,medium,0
CUST002439,44,29641.56,803,15414.56,7.69,36,3,3,2745.21,0.52,480.83,0.1947,0.19,0.52,low,0
CUST002440,56,85780.13,708,9085.54,9.58,84,5,1,83741.71,0.1059,148.87,0.0208,0.559,0.1059,low,0
CUST002441,40,65244.57,670,20470.08,10.8,84,17,3,22417.65,0.3137,348.35,0.0641,0.573,0.3137,medium,0
CUST002442,54,54733.47,717,41132.55,9.68,24,13,3,26615.49,0.7515,1891.99,0.4148,0.15,0.7515,low,0
CUST002443,41,83300.83,712,11785.43,9.13,12,16,1,46154.52,0.1415,1031.36,0.1486,0.659,0.1415,low,0
CUST002444,29,39610.9,850,41551.74,6.72,48,4,4,40534.88,1.049,989.62,0.2998,0.211,1.049,low,0
CUST002445,47,142369.25,791,31103.67,7.89,72,24,4,159921.02,0.2185,543.68,0.0458,0.753,0.2185,low,0
CUST002446,60,56141.65,677,9483.58,11.35,72,8,1,53516.27,0.1689,182.22,0.0389,0.933,0.1689,medium,0
CUST002447,49,49420.53,776,18773.77,7.29,12,16,1,9135.81,0.3799,1626.94,0.395,0.588,0.3799,low,0
CUST002448,49,59005.08,748,15586.99,7.6,72,27,0,14361.74,0.2642,270.26,0.055,0.948,0.2642,low,0
CUST002449,65,40011.16,598,16427.31,12.86,24,0,2,43534.61,0.4106,779.9,0.2339,0.101,0.4106,medium,0
CUST002450,25,27462.52,607,63049.37,9.92,60,3,1,26426.4,2.2958,1337.13,0.5843,0.732,2.2958,medium,0
CUST002451,59,32468.81,690,19896.09,8.53,12,0,4,21080.57,0.6128,1735.61,0.6415,0.753,0.6128,medium,1
CUST002452,38,83323.81,784,45181.45,6.68,84,0,0,59709.16,0.5422,674.86,0.0972,0.827,0.5422,low,0
CUST002453,62,56261.21,661,13159.18,9.24,24,8,3,15852.88,0.2339,602.62,0.1285,0.488,0.2339,medium,0
CUST002454,58,117546.35,619,40062.17,11.8,72,2,3,7081.27,0.3408,779.06,0.0795,0.776,0.3408,medium,0
CUST002455,27,78968.51,635,50151.69,12.13,84,4,3,47541.67,0.6351,888.8,0.1351,0.319,0.6351,medium,0
CUST002456,60,69140.5,818,20300.32,8.09,60,32,2,57866.55,0.2936,412.49,0.0716,0.312,0.2936,low,0
CUST002457,37,27484.05,639,30494.82,12.08,12,3,4,29263.3,1.1095,2710.57,1.1835,0.371,1.1095,medium,0
CUST002458,45,50321.9,648,8556.8,11.12,36,16,1,46452.85,0.17,280.63,0.0669,0.918,0.17,medium,0
CUST002459,34,60579.83,837,35544.86,7.17,84,10,0,7795.15,0.5867,539.43,0.1069,0.273,0.5867,low,0
CUST002460,48,64480.04,725,34140.1,7.59,36,12,4,48249.83,0.5295,1063.38,0.1979,0.313,0.5295,low,0
CUST002461,47,74551.82,711,22301.15,9.08,24,22,0,11914.43,0.2991,1019.64,0.1641,0.568,0.2991,low,0
CUST002462,23,34262.44,660,32483.18,11.23,72,0,4,7710.37,0.9481,622.12,0.2179,0.217,0.9481,medium,0
CUST002463,40,42521.4,705,35013.54,10.8,24,12,1,3773.04,0.8234,1628.66,0.4596,0.395,0.8234,low,0
CUST002464,42,71319.91,782,28192.31,9.07,48,7,2,55825.62,0.3953,702.5,0.1182,0.264,0.3953,low,0
CUST002465,36,27214.37,652,27623.93,9.99,48,0,0,10582.53,1.015,700.48,0.3089,0.236,1.015,medium,0
CUST002466,30,21459.1,791,29302.46,7.83,36,1,4,3940.42,1.3655,915.94,0.5122,0.456,1.3655,low,0
CUST002467,62,58198.15,789,18433.3,9.14,36,36,0,22109.15,0.3167,587.38,0.1211,0.836,0.3167,low,0
CUST002468,25,63469.76,671,24089.9,9.97,24,1,0,22479.56,0.3795,1111.29,0.2101,0.447,0.3795,medium,0
CUST002469,37,34631.31,813,21476.19,7.31,48,2,0,5305.2,0.6201,517.37,0.1793,0.847,0.6201,low,0
CUST002470,30,67155.02,529,54611.14,13.12,72,6,0,30453.1,0.8132,1099.73,0.1965,0.206,0.8132,high,0
CUST002471,56,78707.6,687,23478.36,10.41,12,31,3,43329.33,0.2983,2068.6,0.3154,0.376,0.2983,medium,0
CUST002472,38,58688.55,850,9339.97,5.94,72,1,2,47147.76,0.1591,154.53,0.0316,0.86,0.1591,low,0
CUST002473,36,69696.98,607,26583.58,12.42,36,6,0,12066.75,0.3814,888.3,0.1529,0.175,0.3814,medium,0
CUST002474,62,43846.67,645,26734.79,12.05,72,19,3,44817.7,0.6097,523.37,0.1432,0.321,0.6097,medium,0
CUST002475,27,29425.68,762,9168.36,8.23,48,4,1,6993.28,0.3116,224.82,0.0917,0.37,0.3116,low,0
CUST002476,51,62498.26,653,13325.64,10.94,24,12,3,74053.91,0.2132,620.71,0.1192,0.533,0.2132,medium,0
CUST002477,46,53694.86,555,27551.94,13.7,72,12,1,55537.38,0.5131,563.31,0.1259,0.335,0.5131,high,0
CUST002478,50,25840.68,716,15450.33,10.33,48,27,4,14426.79,0.5979,394.31,0.1831,0.828,0.5979,low,0
CUST002479,52,40016.72,703,16923.78,9.34,12,21,1,28608.28,0.4229,1482.68,0.4446,0.643,0.4229,low,0
CUST002480,28,47758.68,558,39282.14,13.26,36,4,4,28935.96,0.8225,1328.5,0.3338,0.356,0.8225,high,0
CUST002481,39,108468.08,850,28415.81,7.44,36,1,2,95990.66,0.262,883.13,0.0977,0.847,0.262,low,0
CUST002482,29,69890.98,537,66279.81,11.71,36,6,2,52089.15,0.9483,2192.27,0.3764,0.739,0.9483,high,0
CUST002483,33,69515.35,641,56517.66,9.23,48,10,2,67512.22,0.813,1412.62,0.2439,0.646,0.813,medium,0
CUST002484,64,43716.71,643,35782.03,11.27,48,12,4,29858.33,0.8185,929.5,0.2551,0.552,0.8185,medium,0
CUST002485,64,30378.5,761,14277.01,8.07,36,14,2,25175.98,0.47,447.85,0.1769,0.771,0.47,low,0
CUST002486,33,30560.86,607,42433.78,12.03,60,8,2,22147.13,1.3885,944.56,0.3709,0.457,1.3885,medium,0
CUST002487,38,37140.05,572,18705.86,13.16,12,11,0,36733.09,0.5037,1672.16,0.5403,0.944,0.5037,high,1
CUST002488,45,48319.04,585,13480.39,11.23,72,23,2,6986.98,0.279,258.18,0.0641,0.717,0.279,medium,0
CUST002489,47,126764.12,611,22162.89,9.93,60,23,4,68131.47,0.1748,470.13,0.0445,0.8,0.1748,medium,0
CUST002490,63,41553.76,646,39058.2,11.7,48,3,0,11761.01,0.9399,1022.81,0.2954,0.153,0.9399,medium,0
CUST002491,50,75106.65,655,12811.69,10.55,60,19,4,82563.39,0.1706,275.69,0.044,0.142,0.1706,medium,0
CUST002492,22,86985.62,672,75977.54,9.19,48,0,1,15046.64,0.8734,1897.57,0.2618,0.686,0.8734,medium,0
CUST002493,51,17845.14,695,85064.39,10.39,60,13,0,16913.19,4.7668,1823.73,1.2264,0.189,4.7668,medium,0
CUST002494,31,41815.87,661,32122.34,11.06,36,9,0,36798.9,0.7682,1052.56,0.3021,0.32,0.7682,medium,0
CUST002495,62,38121.81,655,21967.31,10.3,60,21,2,42294.4,0.5762,469.99,0.1479,0.634,0.5762,medium,0
CUST002496,43,36962.56,778,35477.25,7.11,60,5,0,2810.22,0.9598,704.33,0.2287,0.884,0.9598,low,0
CUST002497,50,54873.33,744,22957.19,8.69,12,15,1,51926.53,0.4184,2004.34,0.4383,0.609,0.4184,low,0
CUST002498,29,34599.98,631,26931.98,12.22,12,6,0,23714.95,0.7784,2395.65,0.8309,0.535,0.7784,medium,0
CUST002499,31,30435.19,639,19738.57,9.61,24,9,4,23703.07,0.6485,907.29,0.3577,0.427,0.6485,medium,0
CUST002500,56,127522.78,458,24154.55,13.43,36,14,0,71989.16,0.1894,818.87,0.0771,0.456,0.1894,high,0
CUST002501,22,106570.52,689,42279.2,8.77,36,0,4,50225.29,0.3967,1339.95,0.1509,0.399,0.3967,medium,0
CUST002502,22,51273.12,626,7008.3,9.99,36,1,1,49640.73,0.1367,226.11,0.0529,0.215,0.1367,medium,0
CUST002503,32,53769.14,617,16643.89,12.57,12,6,4,5041.35,0.3095,1483.23,0.331,0.944,0.3095,medium,0
CUST002504,57,39161.75,819,113880.23,6.68,48,16,3,31969.27,2.9079,2710.13,0.8304,0.117,2.9079,low,0
CUST002505,44,54054.26,642,13275.35,9.36,60,22,0,17988.93,0.2456,277.9,0.0617,0.822,0.2456,medium,0
CUST002506,31,60526.89,822,23192.77,5.83,12,1,3,65299.22,0.3832,1994.31,0.3954,0.8,0.3832,low,0
CUST002507,22,16805.34,733,48593.25,7.99,36,0,4,15660.4,2.8915,1522.51,1.0872,0.859,2.8915,low,0
CUST002508,29,24013.45,694,35268.15,9.98,84,3,4,4982.71,1.4687,585.13,0.2924,0.561,1.4687,medium,0
CUST002509,23,47434.34,616,49491.8,9.71,12,1,4,46522.38,1.0434,4344.44,1.0991,0.163,1.0434,medium,0
CUST002510,24,40883.39,561,7866.08,11.22,36,0,3,24436.49,0.1924,258.35,0.0758,0.41,0.1924,high,0
CUST002511,46,86455.26,729,28361.39,9.51,48,22,1,27298.39,0.328,712.66,0.0989,0.838,0.328,low,0
CUST002512,41,40210.22,637,14108.86,10.91,12,0,2,2800.13,0.3509,1246.37,0.372,0.201,0.3509,medium,0
CUST002513,48,40370.11,510,17298.27,12.58,24,15,4,40099.72,0.4285,818.98,0.2434,0.597,0.4285,high,0
CUST002514,42,42619.97,728,26266.36,8.86,60,10,2,38619.19,0.6163,543.46,0.153,0.877,0.6163,low,0
CUST002515,26,70102.62,787,50761.94,8.98,48,2,0,14306.85,0.7241,1262.73,0.2162,0.603,0.7241,low,0
CUST002516,28,60580.57,680,14935.96,9.42,36,1,3,62530.91,0.2465,477.88,0.0947,0.644,0.2465,medium,0
CUST002517,51,68389.52,814,33033.04,6.2,72,12,0,15492.59,0.483,550.58,0.0966,0.769,0.483,low,0
CUST002518,45,116164.97,557,13460.33,13.18,48,14,3,24690.68,0.1159,362.31,0.0374,0.404,0.1159,high,0
CUST002519,35,72030.19,701,59175.88,8.16,60,7,0,33559.0,0.8215,1204.41,0.2007,0.785,0.8215,low,0
CUST002520,63,48680.69,610,23667.17,12.06,48,3,1,7903.7,0.4862,623.94,0.1538,0.37,0.4862,medium,0
CUST002521,33,24594.85,589,48216.97,12.89,36,1,2,15463.84,1.9604,1622.07,0.7914,0.376,1.9604,medium,1
CUST002522,25,72602.48,709,9579.24,8.31,24,2,2,67967.86,0.1319,434.6,0.0718,0.435,0.1319,low,0
CUST002523,50,41719.27,582,54498.04,10.92,60,26,2,49920.71,1.3063,1182.75,0.3402,0.481,1.3063,medium,0
CUST002524,50,37696.59,593,27388.48,12.1,48,21,1,8119.44,0.7266,722.59,0.23,0.904,0.7266,medium,0
CUST002525,43,36751.36,798,17311.28,6.66,60,12,3,19485.73,0.471,340.01,0.111,0.218,0.471,low,0
CUST002526,55,26117.15,507,26410.79,13.15,60,30,4,2871.21,1.0112,602.96,0.277,0.862,1.0112,high,0
CUST002527,55,38068.08,565,54914.67,13.46,60,25,4,31647.4,1.4425,1262.45,0.398,0.25,1.4425,high,0
CUST002528,37,66188.39,677,60997.96,9.24,36,0,4,75132.35,0.9216,1946.54,0.3529,0.613,0.9216,medium,0
CUST002529,48,66048.28,614,14421.39,11.95,36,19,3,35892.22,0.2183,478.65,0.087,0.319,0.2183,medium,0
CUST002530,63,70833.81,711,29787.64,9.99,48,28,0,63556.15,0.4205,755.35,0.128,0.525,0.4205,low,0
CUST002531,43,33492.47,728,17097.72,8.47,24,13,0,24272.03,0.5105,776.95,0.2784,0.833,0.5105,low,0
CUST002532,38,46821.89,795,18096.96,6.54,24,15,1,48664.82,0.3865,806.48,0.2067,0.737,0.3865,low,0
CUST002533,33,24152.78,595,48853.4,10.28,24,2,1,14599.56,2.0227,2260.66,1.1232,0.19,2.0227,medium,0
CUST002534,45,54974.74,669,19821.92,10.57,48,13,4,10379.0,0.3606,508.18,0.1109,0.518,0.3606,medium,0
CUST002535,40,60986.75,612,32318.64,10.23,60,11,0,23314.79,0.5299,690.34,0.1358,0.812,0.5299,medium,0
CUST002536,24,35275.2,608,18352.25,10.96,12,1,4,2082.76,0.5203,1621.66,0.5517,0.597,0.5203,medium,1
CUST002537,33,41401.26,676,30985.46,10.72,60,8,0,6624.35,0.7484,669.38,0.194,0.932,0.7484,medium,0
CUST002538,39,9322.96,615,21270.11,11.19,12,1,3,6323.97,2.2815,1881.77,2.4221,0.838,2.2815,medium,0
CUST002539,23,96498.03,593,29663.66,12.9,84,0,3,107347.16,0.3074,538.03,0.0669,0.479,0.3074,medium,0
CUST002540,65,96063.4,574,34077.24,10.55,12,18,4,26708.24,0.3547,3004.65,0.3753,0.257,0.3547,high,0
CUST002541,39,34165.71,639,16616.2,10.35,24,3,3,7991.23,0.4863,769.44,0.2703,0.337,0.4863,medium,0
CUST002542,57,35265.63,850,44652.85,5.02,24,2,3,32432.63,1.2662,1959.38,0.6667,0.376,1.2662,low,0
CUST002543,61,80481.45,719,10262.44,9.81,84,35,2,14087.04,0.1275,169.36,0.0253,0.613,0.1275,low,0
CUST002544,51,58555.55,765,16122.33,8.8,84,15,1,39352.6,0.2753,257.76,0.0528,0.174,0.2753,low,0
CUST002545,46,75689.67,736,81733.89,7.95,72,1,2,88646.32,1.0799,1431.07,0.2269,0.579,1.0799,low,0
CUST002546,49,40619.26,592,21655.68,12.32,48,12,2,40524.71,0.5331,573.69,0.1695,0.486,0.5331,medium,0
CUST002547,44,93527.14,533,7777.38,14.27,60,15,2,71729.98,0.0832,182.06,0.0234,0.633,0.0832,high,0
CUST002548,22,51033.01,644,27028.22,10.64,60,1,2,50444.81,0.5296,582.82,0.137,0.456,0.5296,medium,0
CUST002549,48,75011.02,635,8744.64,11.84,12,5,0,50818.94,0.1166,776.3,0.1242,0.665,0.1166,medium,0
CUST002550,32,123009.48,600,14250.93,11.79,24,2,0,134047.87,0.1159,669.44,0.0653,0.76,0.1159,medium,0
CUST002551,37,80553.27,649,25899.17,10.88,36,8,4,57054.73,0.3215,846.43,0.1261,0.129,0.3215,medium,0
CUST002552,44,60916.27,766,22024.78,9.55,24,6,1,3505.4,0.3616,1011.76,0.1993,0.243,0.3616,low,0
CUST002553,45,97146.79,509,42441.09,14.54,84,10,2,100210.13,0.4369,808.06,0.0998,0.15,0.4369,high,0
CUST002554,43,33597.69,789,29296.6,7.07,84,21,0,10413.33,0.872,443.17,0.1583,0.444,0.872,low,0
CUST002555,57,36213.69,733,45977.76,8.19,84,13,4,9875.01,1.2696,720.98,0.2389,0.759,1.2696,low,0
CUST002556,37,65437.6,597,20122.42,11.24,24,13,1,3816.9,0.3075,940.11,0.1724,0.557,0.3075,medium,0
CUST002557,56,48931.04,676,42186.15,11.48,24,7,1,49244.26,0.8622,1975.62,0.4845,0.77,0.8622,medium,1
CUST002558,59,19797.17,706,22606.92,8.05,84,21,4,9933.13,1.1419,352.92,0.2139,0.872,1.1419,low,0
CUST002559,25,33613.22,620,23653.76,9.95,24,3,3,9337.79,0.7037,1090.96,0.3895,0.509,0.7037,medium,0
CUST002560,32,9696.42,623,15906.95,9.74,12,6,1,7122.91,1.6405,1396.55,1.7283,0.837,1.6405,medium,0
CUST002561,50,62302.23,615,23645.59,10.73,84,3,4,12604.05,0.3795,401.52,0.0773,0.436,0.3795,medium,0
CUST002562,52,98127.65,759,46229.01,7.94,72,12,1,111451.15,0.4711,809.19,0.099,0.827,0.4711,low,0
CUST002563,64,39146.15,723,23380.59,10.1,72,25,2,19203.51,0.5973,434.32,0.1331,0.863,0.5973,low,0
CUST002564,61,44880.47,712,18803.6,9.04,48,14,0,2476.77,0.419,468.29,0.1252,0.604,0.419,low,0
CUST002565,39,95975.8,667,38988.28,9.61,24,8,0,25885.6,0.4062,1792.1,0.2241,0.699,0.4062,medium,0
CUST002566,43,94373.94,762,11552.4,7.82,36,3,2,27497.38,0.1224,361.05,0.0459,0.756,0.1224,low,0
CUST002567,41,59886.31,748,45941.21,7.75,84,1,4,61626.32,0.7671,710.34,0.1423,0.512,0.7671,low,0
CUST002568,38,29703.42,627,48861.01,10.86,24,11,2,30860.81,1.645,2274.13,0.9187,0.23,1.645,medium,0
CUST002569,38,34794.26,656,69253.26,10.76,72,10,4,33398.99,1.9904,1309.67,0.4517,0.602,1.9904,medium,0
CUST002570,41,47977.64,621,15889.75,11.89,48,15,0,26202.29,0.3312,417.58,0.1044,0.639,0.3312,medium,0
CUST002571,35,56938.31,573,23192.83,13.18,84,2,4,41451.26,0.4073,424.2,0.0894,0.574,0.4073,high,0
CUST002572,61,56951.41,783,40156.07,9.17,24,21,3,49768.32,0.7051,1837.65,0.3872,0.666,0.7051,low,0
CUST002573,55,35549.12,774,22477.97,7.52,60,22,4,23461.19,0.6323,450.63,0.1521,0.805,0.6323,low,0
CUST002574,42,28111.49,666,63761.29,10.78,72,15,1,14483.33,2.2682,1206.46,0.515,0.246,2.2682,medium,0
CUST002575,52,52804.83,681,71849.36,8.76,60,24,1,24647.95,1.3607,1483.12,0.337,0.885,1.3607,medium,0
CUST002576,42,25742.29,577,10203.56,12.67,12,18,3,6283.41,0.3964,909.78,0.4241,0.235,0.3964,high,0
CUST002577,28,57970.62,693,67889.85,9.74,36,5,3,14098.63,1.1711,2182.34,0.4517,0.85,1.1711,medium,0
CUST002578,48,54696.98,647,26932.17,9.63,84,8,1,43376.73,0.4924,441.97,0.097,0.177,0.4924,medium,0
CUST002579,37,51687.35,546,136789.56,13.85,12,9,4,36667.38,2.6465,12272.29,2.8492,0.605,2.6465,high,0
CUST002580,63,61941.27,696,38913.57,9.33,24,28,0,12669.2,0.6282,1783.65,0.3456,0.439,0.6282,medium,0
CUST002581,43,67456.28,668,18421.16,11.12,12,18,2,36753.88,0.2731,1629.12,0.2898,0.257,0.2731,medium,0
CUST002582,24,64199.64,710,16548.75,7.86,24,2,0,6894.24,0.2578,747.4,0.1397,0.746,0.2578,low,0
CUST002583,34,92833.8,703,41684.79,9.56,24,2,1,36442.88,0.449,1915.09,0.2476,0.494,0.449,low,0
CUST002584,46,91707.95,681,32538.24,10.94,72,1,3,106367.84,0.3548,618.34,0.0809,0.892,0.3548,medium,0
CUST002585,24,70580.72,622,27789.99,10.52,36,1,0,78485.0,0.3937,903.5,0.1536,0.736,0.3937,medium,0
CUST002586,49,51870.05,603,108075.15,12.55,48,9,1,44868.54,2.0836,2875.31,0.6652,0.706,2.0836,medium,0
CUST002587,42,26022.53,576,59191.66,11.16,24,6,2,13979.51,2.2746,2763.19,1.2742,0.478,2.2746,high,1
CUST002588,36,67573.41,597,38730.14,12.08,24,13,1,64497.19,0.5732,1824.61,0.324,0.197,0.5732,medium,0
CUST002589,38,94895.61,677,127937.06,9.31,12,13,2,19719.25,1.3482,11206.68,1.4171,0.27,1.3482,medium,0
CUST002590,40,22565.38,735,54171.87,7.65,72,6,3,5764.97,2.4007,940.58,0.5002,0.499,2.4007,low,0
CUST002591,52,73211.28,663,22600.68,11.59,84,1,3,75953.12,0.3087,394.03,0.0646,0.277,0.3087,medium,0
CUST002592,61,59866.08,745,38618.4,10.02,84,17,3,58679.52,0.6451,641.51,0.1286,0.502,0.6451,low,0
CUST002593,57,78278.33,598,23466.69,11.36,12,31,4,59320.9,0.2998,2077.97,0.3186,0.26,0.2998,medium,0
CUST002594,32,32112.25,649,49470.54,9.88,24,7,2,11451.23,1.5406,2280.08,0.852,0.327,1.5406,medium,0
CUST002595,39,51461.68,850,30213.49,6.04,84,10,1,32221.73,0.5871,441.96,0.1031,0.43,0.5871,low,0
CUST002596,22,50355.41,688,18348.71,8.74,84,1,4,23927.96,0.3644,292.8,0.0698,0.292,0.3644,medium,0
CUST002597,57,47761.42,770,28807.25,8.3,36,29,1,13255.66,0.6031,906.71,0.2278,0.469,0.6031,low,0
CUST002598,22,34301.46,605,20534.85,12.84,12,1,1,21472.33,0.5987,1832.58,0.6411,0.387,0.5987,medium,0
CUST002599,39,50677.56,775,12036.59,7.02,48,8,1,21258.23,0.2375,288.34,0.0683,0.601,0.2375,low,0
CUST002600,59,42449.83,691,8953.29,10.52,48,34,0,14905.31,0.2109,229.32,0.0648,0.463,0.2109,medium,0
CUST002601,62,33687.45,625,16687.54,10.73,12,18,1,19334.99,0.4954,1472.77,0.5246,0.913,0.4954,medium,0
CUST002602,51,53441.9,667,19280.09,8.81,72,12,0,35996.7,0.3608,345.72,0.0776,0.484,0.3608,medium,0
CUST002603,48,59431.71,817,71937.57,6.43,48,14,1,49408.68,1.2104,1703.67,0.344,0.43,1.2104,low,0
CUST002604,26,20635.18,726,24177.7,8.58,36,0,4,9877.69,1.1717,764.13,0.4444,0.54,1.1717,low,1
CUST002605,25,52565.74,648,28869.85,9.49,48,1,4,53595.6,0.5492,725.16,0.1655,0.109,0.5492,medium,0
CUST002606,51,52477.16,633,15711.99,11.29,84,17,3,3857.02,0.2994,271.43,0.0621,0.93,0.2994,medium,0
CUST002607,49,40058.13,698,38537.91,8.14,12,7,1,22466.12,0.962,3354.85,1.005,0.878,0.962,medium,0
CUST002608,23,71970.17,640,31898.26,10.39,72,1,1,5440.31,0.4432,597.23,0.0996,0.444,0.4432,medium,0
CUST002609,29,75593.54,773,25970.08,8.18,24,2,1,40346.1,0.3435,1176.69,0.1868,0.855,0.3435,low,0
CUST002610,39,44381.62,695,13496.36,10.43,60,0,4,25294.87,0.3041,289.62,0.0783,0.65,0.3041,medium,0
CUST002611,43,44930.66,739,39543.96,9.25,84,1,3,26569.18,0.8801,641.25,0.1713,0.274,0.8801,low,0
CUST002612,32,43407.16,697,16402.84,10.15,72,9,4,39905.49,0.3779,305.12,0.0844,0.939,0.3779,medium,0
CUST002613,62,67276.85,673,22798.02,9.51,12,40,2,47541.32,0.3389,1999.12,0.3566,0.218,0.3389,medium,0
CUST002614,38,41656.98,674,20563.51,10.46,60,13,0,28194.48,0.4936,441.58,0.1272,0.441,0.4936,medium,0
CUST002615,47,65917.84,648,69966.96,9.66,84,1,0,33786.32,1.0614,1149.28,0.2092,0.238,1.0614,medium,0
CUST002616,22,94782.94,608,28052.21,11.26,84,0,4,96223.76,0.296,484.17,0.0613,0.168,0.296,medium,0
CUST002617,32,36578.08,653,89451.91,10.41,60,2,3,31376.39,2.4455,1918.68,0.6295,0.921,2.4455,medium,0
CUST002618,36,42684.57,708,37227.12,9.23,48,11,0,28341.59,0.8721,930.47,0.2616,0.799,0.8721,low,0
CUST002619,47,31248.19,611,13047.95,11.54,24,0,1,27362.72,0.4176,611.41,0.2348,0.603,0.4176,medium,0
CUST002620,27,32902.8,451,37300.03,15.0,24,2,2,27643.32,1.1336,1808.55,0.6596,0.644,1.1336,high,1
CUST002621,44,123548.27,691,11501.57,10.51,60,13,3,9982.91,0.0931,247.27,0.024,0.423,0.0931,medium,0
CUST002622,56,36708.02,643,14609.82,10.46,12,23,2,43890.65,0.398,1287.56,0.4209,0.551,0.398,medium,0
CUST002623,57,72191.83,744,13449.93,9.86,72,17,1,70999.33,0.1863,248.22,0.0413,0.693,0.1863,low,0
CUST002624,26,67933.63,802,84249.25,7.36,60,0,3,40230.12,1.2402,1682.58,0.2972,0.831,1.2402,low,0
CUST002625,63,177965.57,607,146463.61,10.67,24,7,2,189619.19,0.823,6803.93,0.4588,0.549,0.823,medium,0
CUST002626,25,41798.14,632,32736.42,9.67,72,2,4,46360.79,0.7832,601.04,0.1726,0.659,0.7832,medium,0
CUST002627,27,37724.78,711,12184.91,8.77,24,3,0,6850.94,0.323,555.38,0.1767,0.146,0.323,low,0
CUST002628,62,44027.13,782,25997.7,7.26,48,3,1,3775.37,0.5905,625.69,0.1705,0.635,0.5905,low,0
CUST002629,26,52245.97,718,54306.38,9.0,48,1,4,12562.29,1.0394,1351.42,0.3104,0.904,1.0394,low,0
CUST002630,40,23275.32,726,22905.14,9.98,84,16,2,21299.38,0.9841,380.02,0.1959,0.126,0.9841,low,0
CUST002631,55,52838.06,764,13140.94,8.24,60,21,4,13813.37,0.2487,267.96,0.0609,0.65,0.2487,low,0
CUST002632,48,31079.7,525,19351.1,13.12,48,18,0,27260.54,0.6226,520.29,0.2009,0.852,0.6226,high,1
CUST002633,52,89205.19,670,12039.22,9.82,24,0,4,7855.2,0.135,554.55,0.0746,0.213,0.135,medium,0
CUST002634,51,39396.98,560,13696.4,10.97,84,25,1,47016.56,0.3477,234.3,0.0714,0.458,0.3477,high,0
CUST002635,39,58394.01,586,52448.16,11.09,36,12,1,46026.96,0.8982,1719.32,0.3533,0.384,0.8982,medium,0
CUST002636,53,47476.77,686,22764.92,10.98,12,11,0,42546.42,0.4795,2011.79,0.5085,0.351,0.4795,medium,0
CUST002637,41,69409.67,742,32893.57,7.65,36,6,3,51097.41,0.4739,1025.46,0.1773,0.598,0.4739,low,0
CUST002638,36,63206.04,663,37246.82,10.12,24,0,1,43234.05,0.5893,1720.82,0.3267,0.326,0.5893,medium,0
CUST002639,25,42106.4,680,22815.92,9.15,48,3,0,8490.25,0.5419,569.4,0.1623,0.741,0.5419,medium,0
CUST002640,41,39904.79,624,35618.27,9.65,36,7,3,13735.97,0.8926,1143.46,0.3439,0.741,0.8926,medium,0
CUST002641,45,88412.86,773,12658.2,8.88,36,21,0,103136.42,0.1432,401.82,0.0545,0.843,0.1432,low,0
CUST002642,54,87565.41,654,38578.09,10.56,12,22,4,49871.55,0.4406,3401.68,0.4662,0.524,0.4406,medium,0
CUST002643,47,32604.42,691,32475.26,9.41,24,4,1,17673.9,0.996,1489.74,0.5483,0.424,0.996,medium,0
CUST002644,61,25132.77,728,60328.57,10.35,48,18,4,3386.48,2.4004,1540.25,0.7354,0.417,2.4004,low,0
CUST002645,64,45315.68,788,24009.0,8.96,24,3,2,11958.56,0.5298,1096.4,0.2903,0.546,0.5298,low,0
CUST002646,58,71848.36,502,114836.73,13.82,12,24,3,36490.23,1.5983,10301.14,1.7205,0.922,1.5983,high,1
CUST002647,48,96081.9,657,8239.93,9.39,36,12,4,113670.34,0.0858,263.53,0.0329,0.872,0.0858,medium,0
CUST002648,31,55804.67,564,35133.56,12.48,72,9,4,18702.41,0.6296,695.67,0.1496,0.373,0.6296,high,0
